,data_year,pub_agency_name,agency_type_name,state_name,division_name,county_name,region_name,population_group_desc,offense_name,offender_race,offender_ethnicity,offender_age,offender_sex,victim_type_name,location_name,weapon_name,prop_desc_name,stolen_value,recovered_value,date_recovered
73347,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Hispanic or Latino,22.0,M,Individual,Other/Unknown,None,Other,1.0,1,2020-03-07
73348,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Hispanic or Latino,22.0,M,Individual,Other/Unknown,None,Portable Electronic Communications,1.0,1,2020-03-07
73429,2020,Bountiful,City,Utah,Mountain,DAVIS,West,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Purse/ Wallet,20.0,20,2020-03-31
73494,2020,Neosho,City,Missouri,West North Central,NEWTON,Midwest,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trailers,10000.0,10000,2020-10-01
73497,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Unknown,23.0,M,Business,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,1.0,1,2020-09-18
73529,2020,Bellingham,City,Washington,Pacific,WHATCOM,West,"Cities from 50,000 thru 99,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Shopping Mall,Unknown,Other,424.0,424,2020-10-06
73530,2020,Bellingham,City,Washington,Pacific,WHATCOM,West,"Cities from 50,000 thru 99,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Shopping Mall,Unknown,Money,3120.0,1780,2020-10-12
73531,2020,Bellingham,City,Washington,Pacific,WHATCOM,West,"Cities from 50,000 thru 99,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Shopping Mall,Unknown,Clothes/ Furs,870.0,870,2020-10-06
73532,2020,Bellingham,City,Washington,Pacific,WHATCOM,West,"Cities from 50,000 thru 99,999",Counterfeiting/Forgery,Unknown,Unknown,0.0,U,Business,Shopping Mall,Unknown,Other,424.0,424,2020-10-06
73533,2020,Bellingham,City,Washington,Pacific,WHATCOM,West,"Cities from 50,000 thru 99,999",Counterfeiting/Forgery,Unknown,Unknown,0.0,U,Business,Shopping Mall,Unknown,Money,3120.0,1780,2020-10-12
73534,2020,Bellingham,City,Washington,Pacific,WHATCOM,West,"Cities from 50,000 thru 99,999",Counterfeiting/Forgery,Unknown,Unknown,0.0,U,Business,Shopping Mall,Unknown,Clothes/ Furs,870.0,870,2020-10-06
73540,2020,Mishawaka,City,Indiana,East North Central,ST JOSEPH,Midwest,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Other Motor Vehicles,1.0,1,2020-01-13
73567,2020,Evansville,City,Indiana,East North Central,VANDERBURGH,Midwest,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,White,Not Hispanic or Latino,30.0,M,Individual,Residence/Home,Personal Weapons,Automobile,5000.0,5000,2020-06-30
73568,2020,Evansville,City,Indiana,East North Central,VANDERBURGH,Midwest,"Cities from 100,000 thru 249,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,30.0,M,Individual,Residence/Home,Personal Weapons,Automobile,5000.0,5000,2020-06-30
73572,2020,Evansville,City,Indiana,East North Central,VANDERBURGH,Midwest,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,White,Not Hispanic or Latino,18.0,F,Individual,Residence/Home,Unknown,Automobile,10000.0,10000,2020-07-19
73574,2020,Staunton,City,Virginia,South Atlantic,STAUNTON CITY,South,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Park/Playground,Unknown,Portable Electronic Communications,600.0,600,2020-11-04
73608,2020,Cottleville,City,Missouri,West North Central,ST CHARLES,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Drug Store/Doctor's Office/Hospital,Unknown,Other,200.0,200,2020-10-23
73609,2020,Cottleville,City,Missouri,West North Central,ST CHARLES,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Drug Store/Doctor's Office/Hospital,Unknown,Documents/ Personal or Business,0.0,0,2020-10-23
73610,2020,Cottleville,City,Missouri,West North Central,ST CHARLES,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Drug Store/Doctor's Office/Hospital,Unknown,Purse/ Wallet,150.0,150,2020-10-23
73611,2020,Cottleville,City,Missouri,West North Central,ST CHARLES,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Drug Store/Doctor's Office/Hospital,Unknown,Money,80.0,40,2020-10-23
73612,2020,Cottleville,City,Missouri,West North Central,ST CHARLES,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Drug Store/Doctor's Office/Hospital,Unknown,Merchandise,30.0,30,2020-10-23
73613,2020,Cottleville,City,Missouri,West North Central,ST CHARLES,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Drug Store/Doctor's Office/Hospital,Unknown,Credit/ Debit cards,0.0,0,2020-10-23
73651,2020,Boston,City,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,43.0,M,Individual,Residence/Home,Unknown,Money,995.0,995,2020-12-20
73675,2020,Evansville,City,Indiana,East North Central,VANDERBURGH,Midwest,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,8000.0,8000,2020-08-09
73682,2020,Johnston,County,North Carolina,South Atlantic,JOHNSTON,South,"MSA counties 100,000 or over",Burglary/Breaking & Entering,White,Not Hispanic or Latino,34.0,F,Individual,Parking/Drop Lot/Garage,Unknown,Tools,120.0,120,2020-11-11
73700,2020,Mishawaka,City,Indiana,East North Central,ST JOSEPH,Midwest,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,30.0,M,Business,Government/Public Building,Unknown,Portable Electronic Communications,23246.0,15749,2020-01-21
73701,2020,Mishawaka,City,Indiana,East North Central,ST JOSEPH,Midwest,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,35.0,M,Business,Government/Public Building,Unknown,Portable Electronic Communications,23246.0,15749,2020-01-21
73726,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,Black or African American,Unknown,29.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Other,2.0,2,2020-11-08
73767,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,Unknown,19.0,M,Business,Residence/Home,Unknown,Automobile,27000.0,27000,2020-11-18
73769,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Unknown,19.0,M,Business,Grocery/Supermarket,Unknown,Automobile,27000.0,27000,2020-11-18
73771,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,Unknown,19.0,M,Individual,Residence/Home,Unknown,Automobile,27000.0,27000,2020-11-18
73773,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Unknown,19.0,M,Individual,Grocery/Supermarket,Unknown,Automobile,27000.0,27000,2020-11-18
73776,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",Stolen Property Offenses,White,Not Specified,41.0,M,Individual,Specialty Store,Unknown,Farm Equipment,15000.0,10000,2020-08-07
73777,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",All Other Larceny,White,Not Specified,41.0,M,Individual,Specialty Store,Unknown,Farm Equipment,15000.0,10000,2020-08-07
73778,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",Stolen Property Offenses,White,Not Specified,42.0,M,Individual,Specialty Store,Unknown,Farm Equipment,15000.0,10000,2020-08-07
73779,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",All Other Larceny,White,Not Specified,42.0,M,Individual,Specialty Store,Unknown,Farm Equipment,15000.0,10000,2020-08-07
73780,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",Stolen Property Offenses,White,Not Specified,23.0,M,Individual,Specialty Store,Unknown,Farm Equipment,15000.0,10000,2020-08-07
73781,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",All Other Larceny,White,Not Specified,23.0,M,Individual,Specialty Store,Unknown,Farm Equipment,15000.0,10000,2020-08-07
73788,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,30000.0,30000,2020-11-22
73812,2020,Wilson,County,North Carolina,South Atlantic,WILSON,South,"Non-MSA counties from 25,000 thru 99,999",False Pretenses/Swindle/Confidence Game,White,Unknown,36.0,M,Individual,Other/Unknown,Unknown,Vehicle Parts,425.0,425,2020-09-16
73813,2020,Wilson,County,North Carolina,South Atlantic,WILSON,South,"Non-MSA counties from 25,000 thru 99,999",Stolen Property Offenses,White,Unknown,36.0,M,Individual,Other/Unknown,Unknown,Vehicle Parts,425.0,425,2020-09-16
73829,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,1.0,1,2020-10-27
73834,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,1.0,1,2020-10-27
73843,2020,Winston-Salem,City,North Carolina,South Atlantic,FORSYTH,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,10000.0,10000,2020-01-10
73855,2020,United States Agency for International Development Office of Inspector General,Federal,Federal,Other,NOT SPECIFIED,Other,Nonlocal,Theft From Motor Vehicle,White,Hispanic or Latino,42.0,M,Government,Parking/Drop Lot/Garage,Unknown,Other,3000000.0,3000000,2020-08-16
73856,2020,United States Agency for International Development Office of Inspector General,Federal,Federal,Other,NOT SPECIFIED,Other,Nonlocal,Theft From Motor Vehicle,White,Hispanic or Latino,37.0,F,Government,Parking/Drop Lot/Garage,Unknown,Other,3000000.0,3000000,2020-08-16
73857,2020,United States Agency for International Development Office of Inspector General,Federal,Federal,Other,NOT SPECIFIED,Other,Nonlocal,Theft From Motor Vehicle,White,Hispanic or Latino,25.0,M,Government,Parking/Drop Lot/Garage,Unknown,Other,3000000.0,3000000,2020-08-16
73862,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,10000.0,10000,2020-10-06
73874,2020,Apache Junction,City,Arizona,Mountain,"MARICOPA, PINAL",West,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1.0,1,2020-09-01
73876,2020,Winston-Salem,City,North Carolina,South Atlantic,FORSYTH,South,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,White,Hispanic or Latino,22.0,M,Individual,Residence/Home,Unknown,Vehicle Parts,95.0,15,2020-01-06
73894,2020,Newton,County,Georgia,South Atlantic,NEWTON,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,20000.0,20000,2020-12-12
73896,2020,Newton,County,Georgia,South Atlantic,NEWTON,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,20000.0,20000,2020-12-12
73902,2020,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,"Cities 1,000,000 or over",Robbery,Black or African American,Not Specified,27.0,M,Business,Parking/Drop Lot/Garage,Handgun,Automobile,15000.0,15000,2020-10-12
73906,2020,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,"Cities 1,000,000 or over",Robbery,Black or African American,Not Specified,21.0,M,Business,Parking/Drop Lot/Garage,Handgun,Automobile,15000.0,15000,2020-10-12
73910,2020,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,"Cities 1,000,000 or over",Robbery,Black or African American,Not Specified,27.0,M,Individual,Parking/Drop Lot/Garage,Handgun,Automobile,15000.0,15000,2020-10-12
73914,2020,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,"Cities 1,000,000 or over",Robbery,Black or African American,Not Specified,21.0,M,Individual,Parking/Drop Lot/Garage,Handgun,Automobile,15000.0,15000,2020-10-12
73931,2020,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,"Cities 1,000,000 or over",Theft From Motor Vehicle,Black or African American,Not Specified,21.0,M,Government,Field/Woods,Unknown,Purse/ Wallet,50.0,50,2020-12-12
73932,2020,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,"Cities 1,000,000 or over",Theft From Motor Vehicle,Black or African American,Not Specified,21.0,M,Government,Field/Woods,Unknown,Office Equipment,50.0,50,2020-12-12
73933,2020,Seattle,City,Washington,Pacific,KING,West,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Other/Unknown,Unknown,Trucks,1.0,1,2020-12-14
73938,2020,Lytle,City,Texas,West South Central,"ATASCOSA, BEXAR, MEDINA",South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,Hispanic or Latino,45.0,M,Business,Other/Unknown,Unknown,Trucks,19605.0,19605,2020-12-08
73939,2020,Lytle,City,Texas,West South Central,"ATASCOSA, BEXAR, MEDINA",South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,Hispanic or Latino,45.0,M,Individual,Other/Unknown,Unknown,Trucks,19605.0,19605,2020-12-08
73955,2020,Hazelwood,City,Missouri,West North Central,ST LOUIS,Midwest,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Residence/Home,Unknown,Automobile,50000.0,50000,2020-12-10
73962,2020,Grayson,County,Texas,West South Central,GRAYSON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,28.0,M,Individual,Residence/Home,Unknown,Other,130.0,20,2020-12-21
73963,2020,Grayson,County,Texas,West South Central,GRAYSON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,28.0,M,Individual,Residence/Home,Unknown,Tools,10.0,10,2020-12-21
74005,2020,Charlotte-Mecklenburg,City,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Automobile,8000.0,8000,2020-12-09
74020,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Automobile,13000.0,13000,2020-09-24
74047,2020,Boston,City,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Hispanic or Latino,24.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1.0,1,2020-01-01
74048,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Other,1.0,1,2020-08-08
74059,2020,Chapel Hill,City,North Carolina,South Atlantic,"DURHAM, ORANGE",South,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,54000.0,54000,2020-12-05
74061,2020,Chapel Hill,City,North Carolina,South Atlantic,"DURHAM, ORANGE",South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,54000.0,54000,2020-12-05
74064,2020,Boston,City,Massachusetts,New England,SUFFOLK,Northeast,"Cities from 500,000 thru 999,999",Theft From Building,White,Not Hispanic or Latino,39.0,M,Individual,Residence/Home,Unknown,Other,1.0,1,2020-12-02
74086,2020,Liberty,County,Texas,West South Central,LIBERTY,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Field/Woods,Unknown,Automobile,8000.0,8000,2020-03-27
74122,2020,Balch Springs,City,Texas,West South Central,DALLAS,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Tools,2500.0,2500,2020-10-23
74123,2020,Balch Springs,City,Texas,West South Central,DALLAS,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,5500.0,5500,2020-10-23
74134,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1.0,1,2020-07-28
74144,2020,Valentine,City,Nebraska,West North Central,CHERRY,Midwest,"Cities from 2,500 thru 9,999",Theft From Building,American Indian or Alaska Native,Not Hispanic or Latino,28.0,M,Individual,Residence/Home,Unknown,Purse/ Wallet,120.0,120,2020-08-11
74145,2020,Valentine,City,Nebraska,West North Central,CHERRY,Midwest,"Cities from 2,500 thru 9,999",Theft From Building,American Indian or Alaska Native,Not Hispanic or Latino,26.0,M,Individual,Residence/Home,Unknown,Purse/ Wallet,120.0,120,2020-08-11
74218,2020,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON",South,"Cities 1,000,000 or over",Robbery,Black or African American,Not Specified,29.0,M,Individual,Commercial/Office Building,Personal Weapons,Automobile,10000.0,500,2020-05-25
74227,2020,Biloxi,City,Mississippi,East South Central,HARRISON,South,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Gambling Facility/Casino/Race Track,Unknown,Firearms,250.0,250,2020-10-27
74241,2020,Chattanooga,City,Tennessee,East South Central,HAMILTON,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Industrial Site,Unknown,Trucks,50000.0,1,2020-12-16
74264,2020,Indianapolis,City,Indiana,East North Central,MARION,Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,White,Not Hispanic or Latino,33.0,M,Business,Grocery/Supermarket,Unknown,Trucks,45000.0,45000,2020-11-06
74300,2020,Elkhart,County,Indiana,East North Central,ELKHART,Midwest,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Residence/Home,Unknown,Automobile,5000.0,5000,2020-06-20
