,data_year,pub_agency_name,agency_type_name,state_name,division_name,county_name,region_name,population_group_desc,offense_name,offender_race,offender_ethnicity,offender_age,offender_sex,victim_type_name,location_name,weapon_name,prop_desc_name,stolen_value,recovered_value,date_recovered
126731,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,20.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,None,Automobile,5600.0,5600,2016-07-27
126755,2016,State Police:,State Police,Indiana,East North Central,MARION,Midwest,"MSA counties under 10,000",Motor Vehicle Theft,White,Not Specified,38.0,M,Individual,Other/Unknown,Unknown,Other Motor Vehicles,8000.0,8000,2016-09-06
126756,2016,State Police:,State Police,Indiana,East North Central,MARION,Midwest,"MSA counties under 10,000",Motor Vehicle Theft,White,Not Specified,43.0,M,Individual,Other/Unknown,Unknown,Other Motor Vehicles,8000.0,8000,2016-09-06
126770,2016,Saugus,City,Massachusetts,New England,ESSEX,Northeast,"Cities from 25,000 thru 49,999",All Other Larceny,Black or African American,Not Hispanic or Latino,32.0,M,Business,Department/Discount Store,Unknown,Clothes/ Furs,361.0,361,2016-05-16
126777,2016,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,19.0,M,Business,Grocery/Supermarket,Unknown,Consumable Goods,162.0,160,2016-11-03
126787,2016,Midlothian,City,Texas,West South Central,ELLIS,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Trucks,12000.0,12000,2016-07-05
126791,2016,Hadley,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,31.0,M,Business,Department/Discount Store,Unknown,Other,599.0,599,2016-12-20
126793,2016,Hadley,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,33.0,M,Business,Department/Discount Store,Unknown,Other,599.0,599,2016-12-20
126801,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,19.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,None,Automobile,25000.0,25000,2016-07-30
126803,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Stolen Property Offenses,Black or African American,Not Specified,19.0,M,Society/Public,Residence/Home,None,Automobile,25000.0,25000,2016-07-30
126835,2016,Bellingham,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Other/Unknown,Unknown,Money,20.0,20,2016-06-27
126837,2016,Norwood,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,51.0,M,Business,Commercial/Office Building,Unknown,Automobile,15000.0,15000,2016-10-27
126839,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Tools,5.0,5,2016-12-28
126840,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Other,64.0,64,2016-12-28
126842,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Vehicle Parts,15.0,15,2016-12-28
126871,2016,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,"Cities 1,000,000 or over",All Other Larceny,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Trailers,15000.0,15000,2016-07-20
126872,2016,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,"Cities 1,000,000 or over",All Other Larceny,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Building Materials,77000.0,34000,2016-07-20
126874,2016,San Antonio,City,Texas,West South Central,"BEXAR, MEDINA",South,"Cities 1,000,000 or over",Theft From Motor Vehicle,White,Hispanic or Latino,41.0,M,Business,Other/Unknown,Unknown,Alcohol,160.0,160,2016-11-23
126884,2016,Pulaski,County,Virginia,South Atlantic,PULASKI,South,"MSA counties from 10,000 thru 24,999",Theft From Building,White,Not Specified,36.0,M,Individual,Residence/Home,Unknown,Firearms,700.0,200,2016-03-13
126895,2016,Wilmington,City,Delaware,South Atlantic,NEW CASTLE,South,"Cities from 50,000 thru 99,999",False Pretenses/Swindle/Confidence Game,Unknown,Unknown,0.0,U,Business,Dock/Wharf/Freight/Modal Terminal,Unknown,Computer Hard/ Software,514100.0,514100,2016-06-08
126909,2016,Sebastian,County,Arkansas,West South Central,SEBASTIAN,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1.0,1,2016-03-05
126928,2016,Prince William County Police Department,County,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,White,Not Specified,0.0,M,Individual,Restaurant,Unknown,Computer Hard/ Software,200.0,200,2016-12-05
126929,2016,Prince William County Police Department,County,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,White,Not Specified,0.0,M,Individual,Restaurant,Unknown,Tools,900.0,325,2016-12-05
126930,2016,Wellesley,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,8800.0,8800,2016-12-08
126931,2016,Wellesley,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Purse/ Wallet,650.0,650,2016-12-08
126938,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,0.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Handgun,Automobile,3000.0,3000,2016-03-04
126939,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Not Specified,0.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Handgun,Automobile,3000.0,3000,2016-03-04
126974,2016,Fall River,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Other Motor Vehicles,2000.0,2000,2016-08-16
126977,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Not Specified,30.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1.0,1,2016-08-25
127002,2016,Ludlow,City,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Automobile,2000.0,2000,2016-09-06
127010,2016,Hampton,City,Virginia,South Atlantic,HAMPTON CITY,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Black or African American,Not Specified,19.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,10000.0,10000,2016-04-08
127017,2016,Norwood,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Theft of Motor Vehicle Parts or Accessories,White,Not Hispanic or Latino,51.0,M,Individual,Commercial/Office Building,Unknown,Automobile,500.0,500,2016-06-06
127019,2016,Norwood,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,51.0,M,Individual,Commercial/Office Building,Unknown,Automobile,500.0,500,2016-06-06
127024,2016,Marion,City,Ohio,East North Central,MARION,Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Unknown,Not Specified,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Vehicle Parts,395.0,45,2016-08-18
127040,2016,Lee,County,Florida,South Atlantic,LEE,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Not Specified,Unknown,Trailers,10000.0,10000,2016-11-30
127041,2016,Lee,County,Florida,South Atlantic,LEE,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Not Specified,Unknown,Trucks,25000.0,25000,2016-11-30
127043,2016,Lee,County,Florida,South Atlantic,LEE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trailers,10000.0,10000,2016-11-30
127044,2016,Lee,County,Florida,South Atlantic,LEE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,25000.0,25000,2016-11-30
127065,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,0.0,M,Individual,Residence/Home,Personal Weapons,Automobile,3000.0,3000,2016-07-18
127102,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1.0,1,2016-05-04
127106,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,850.0,850,2016-06-09
127150,2016,Martins Ferry,City,Ohio,East North Central,BELMONT,Midwest,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,Not Specified,24.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2016-05-18
127216,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Other,100.0,100,2016-03-19
127227,2016,Mashpee,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,35.0,M,Individual,Commercial/Office Building,Unknown,Automobile,12000.0,12000,2016-09-04
127235,2016,Mashpee,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,35.0,M,Individual,Commercial/Office Building,Unknown,Automobile,12000.0,12000,2016-09-04
127259,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,1.0,1,2016-05-02
127263,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,2000.0,2000,2016-05-31
127281,2016,Kingston,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,White,Not Hispanic or Latino,21.0,M,Individual,Other/Unknown,Unknown,Merchandise,240.0,240,2016-11-28
127282,2016,Kingston,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,White,Not Hispanic or Latino,21.0,M,Individual,Other/Unknown,Unknown,Portable Electronic Communications,299.0,299,2016-11-28
127283,2016,Kingston,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 10,000 thru 24,999",Stolen Property Offenses,White,Not Hispanic or Latino,21.0,M,Individual,Other/Unknown,Unknown,Merchandise,240.0,240,2016-11-28
127284,2016,Kingston,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 10,000 thru 24,999",Stolen Property Offenses,White,Not Hispanic or Latino,21.0,M,Individual,Other/Unknown,Unknown,Portable Electronic Communications,299.0,299,2016-11-28
127398,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Unknown,21.0,M,Individual,Residence/Home,Unknown,Clothes/ Furs,10.0,10,2016-11-19
127399,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Unknown,21.0,M,Individual,Residence/Home,Unknown,Identity Documents,0.0,0,2016-11-19
127400,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Unknown,21.0,M,Individual,Residence/Home,Unknown,Other,25.0,25,2016-11-19
127401,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Unknown,21.0,M,Individual,Residence/Home,Unknown,Alcohol,15.0,15,2016-11-19
127403,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,21.0,M,Individual,Residence/Home,Unknown,Clothes/ Furs,10.0,10,2016-11-19
127404,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,21.0,M,Individual,Residence/Home,Unknown,Identity Documents,0.0,0,2016-11-19
127405,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,21.0,M,Individual,Residence/Home,Unknown,Other,25.0,25,2016-11-19
127406,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,21.0,M,Individual,Residence/Home,Unknown,Alcohol,15.0,15,2016-11-19
127408,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,20.0,F,Individual,Residence/Home,Unknown,Clothes/ Furs,10.0,10,2016-11-19
127409,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,20.0,F,Individual,Residence/Home,Unknown,Identity Documents,0.0,0,2016-11-19
127410,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,20.0,F,Individual,Residence/Home,Unknown,Other,25.0,25,2016-11-19
127411,2016,Amherst,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,20.0,F,Individual,Residence/Home,Unknown,Alcohol,15.0,15,2016-11-19
127429,2016,Hampton,City,Virginia,South Atlantic,HAMPTON CITY,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Recreational Vehicles,10000.0,10000,2016-05-09
127433,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1.0,1,2016-05-03
127434,2016,Hampden,City,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Government/Public Building,Unknown,Automobile,25000.0,25000,2016-06-29
127453,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",All Other Larceny,White,Not Specified,22.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Portable Electronic Communications,600.0,600,2016-09-18
127468,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,15000.0,15000,2016-12-13
127474,2016,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trailers,20000.0,20000,2016-04-01
127476,2016,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,20000.0,20000,2016-04-01
127478,2016,Herndon,City,Virginia,South Atlantic,FAIRFAX,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Specified,20.0,M,Individual,Residence/Home,Unknown,Other,1500.0,1000,2016-05-31
127484,2016,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Black or African American,Not Specified,45.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Other,3115.0,2800,2016-08-06
127509,2016,Milton Township,City,Ohio,East North Central,MAHONING,Midwest,"Cities under 2,500",Theft From Motor Vehicle,White,Not Specified,18.0,M,Individual,Other/Unknown,Unknown,Clothes/ Furs,300.0,300,2016-10-22
127510,2016,Milton Township,City,Ohio,East North Central,MAHONING,Midwest,"Cities under 2,500",Theft From Motor Vehicle,Black or African American,Not Specified,18.0,M,Individual,Other/Unknown,Unknown,Clothes/ Furs,300.0,300,2016-10-22
127523,2016,New Bedford,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,Hispanic or Latino,29.0,M,Individual,Residence/Home,Unknown,Clothes/ Furs,400.0,400,2016-01-08
127527,2016,New Bedford,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,Hispanic or Latino,20.0,M,Individual,Residence/Home,Unknown,Clothes/ Furs,400.0,400,2016-01-08
127543,2016,Westborough,City,Massachusetts,New England,WORCESTER,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Restaurant,Unknown,Portable Electronic Communications,300.0,300,2016-08-29
127590,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Automobile,1.0,1,2016-08-22
127660,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,Black or African American,Not Specified,28.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Identity Documents,0.0,0,2016-10-17
127712,2016,Hatfield,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 2,500 thru 9,999",All Other Larceny,White,Not Hispanic or Latino,58.0,M,Individual,Tribal Lands,Unknown,Crops,12.0,12,2016-05-15
127729,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Automobile,1.0,1,2016-12-14
127732,2016,Cookeville,City,Tennessee,East South Central,PUTNAM,South,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Black or African American,Unknown,42.0,M,Individual,Park/Playground,Unknown,Portable Electronic Communications,500.0,500,2016-11-15
127733,2016,Cookeville,City,Tennessee,East South Central,PUTNAM,South,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,34.0,M,Individual,Park/Playground,Unknown,Portable Electronic Communications,500.0,500,2016-11-15
127743,2016,New Bedford,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,White,Not Hispanic or Latino,50.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,10000.0,10000,2016-08-13
127744,2016,New Bedford,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1850.0,1,2016-08-14
127753,2016,Portsmouth,City,Ohio,East North Central,SCIOTO,Midwest,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Other,100.0,100,2016-06-23
127754,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,None,Automobile,1.0,1,2016-06-14
127756,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Vehicle Parts,1.0,1,2016-05-18
127758,2016,New Bedford,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,White,Hispanic or Latino,26.0,M,Individual,Residence/Home,Personal Weapons,Money,30.0,20,2016-05-02
127759,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",All Other Larceny,White,Not Specified,39.0,M,Individual,Residence/Home,Unknown,Vehicle Parts,1.0,1,2016-04-26
127760,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",All Other Larceny,White,Not Specified,39.0,M,Individual,Residence/Home,Unknown,Identity Documents,0.0,0,2016-04-26
127777,2016,Dartmouth,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Recreational Vehicles,6000.0,6000,2016-11-12
127779,2016,Dartmouth,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Recreational Vehicles,6000.0,6000,2016-11-12
127794,2016,Parkersburg,City,West Virginia,South Atlantic,WOOD,South,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,White,Not Specified,20.0,M,Individual,Residence/Home,Unknown,Other,70.0,50,2016-06-02
127827,2016,Northampton,City,Massachusetts,New England,HAMPSHIRE,Northeast,"Cities from 25,000 thru 49,999",Theft From Building,White,Hispanic or Latino,48.0,F,Individual,Residence/Home,Unknown,Computer Hard/ Software,500.0,500,2016-12-04
127841,2016,Ludlow,City,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,32.0,M,Individual,Residence/Home,Unknown,Automobile,3500.0,3500,2016-05-03
127862,2016,Templeton,City,Massachusetts,New England,WORCESTER,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Unknown,20.0,M,Individual,Residence/Home,Unknown,Firearms,500.0,500,2016-09-14
127877,2016,New Bedford,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,5000.0,5000,2016-08-29
127884,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Stolen Property Offenses,Black or African American,Not Specified,13.0,M,Individual,Residence/Home,None,Automobile,26000.0,26000,2016-06-06
127886,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,13.0,M,Individual,Residence/Home,None,Automobile,26000.0,26000,2016-06-06
127888,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Stolen Property Offenses,Black or African American,Not Specified,15.0,M,Individual,Residence/Home,None,Automobile,26000.0,26000,2016-06-06
127890,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,15.0,M,Individual,Residence/Home,None,Automobile,26000.0,26000,2016-06-06
127900,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Stolen Property Offenses,Black or African American,Not Specified,13.0,F,Individual,Residence/Home,None,Automobile,26000.0,26000,2016-06-06
127902,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,13.0,F,Individual,Residence/Home,None,Automobile,26000.0,26000,2016-06-06
127913,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,5000.0,5000,2016-04-04
127923,2016,Mattapoisett,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,38.0,M,Individual,Residence/Home,Unknown,Purse/ Wallet,112.0,112,2016-02-24
127924,2016,Mattapoisett,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,38.0,M,Individual,Residence/Home,Unknown,Radio/ TV/ VCR,4452.0,1025,2016-02-24
127926,2016,Mattapoisett,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,38.0,M,Individual,Residence/Home,Unknown,Consumable Goods,399.0,399,2016-02-24
127928,2016,Mattapoisett,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,38.0,M,Individual,Residence/Home,Unknown,Computer Hard/ Software,719.0,719,2016-02-24
128008,2016,Halifax,County,Virginia,South Atlantic,HALIFAX,South,"Non-MSA counties from 25,000 thru 99,999",Theft From Building,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,45959.0,2000,2016-07-20
128015,2016,Halifax,County,Virginia,South Atlantic,HALIFAX,South,"Non-MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,45959.0,2000,2016-07-20
128022,2016,Halifax,County,Virginia,South Atlantic,HALIFAX,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,45959.0,2000,2016-07-20
128035,2016,Canton,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,Unknown,Unknown,0.0,U,Individual,Shopping Mall,Unknown,Bicycles,300.0,300,2016-05-12
